ind_ID	father_ID	mother_ID	Sex	Phenotype
0	1000	2000	-1	10.755750241130336
1	1001	2001	-1	10.162936618683519
2	1002	2002	-1	31.397972325533683
3	1003	2003	-1	10.03812135608626
4	1004	2004	-1	10.016748267511442
5	1005	2005	-1	8.08080732007994
6	1006	2006	-1	8.274998310616317
7	1007	2007	-1	30.50850688004697
8	1008	2008	-1	29.309433105566303
9	1009	2009	-1	10.223181629443236
10	1010	2010	-1	30.36643894959125
11	1011	2011	-1	11.33613409050252
12	1012	2012	-1	8.99011551096795
13	1013	2013	-1	8.67461905354109
14	1014	2014	-1	10.376706719183522
15	1015	2015	-1	10.3192653056703
16	1016	2016	-1	9.840656815546755
17	1017	2017	-1	11.069095228393381
18	1018	2018	-1	9.526271104313073
19	1019	2019	-1	9.662153426590633
20	1020	2020	-1	11.425466925671602
21	1021	2021	-1	30.077933912234542
22	1022	2022	-1	29.734449960398504
23	1023	2023	-1	9.849851246544308
24	1024	2024	-1	9.991009841208719
25	1025	2025	-1	10.81632390242287
26	1026	2026	-1	11.277626821719874
27	1027	2027	-1	10.394611451569153
28	1028	2028	-1	9.029419946132032
29	1029	2029	-1	10.02779072003217
30	1030	2030	-1	8.879572405713056
31	1031	2031	-1	10.039841380161608
32	1032	2032	-1	9.88361634986965
33	1033	2033	-1	12.416990443242376
34	1034	2034	-1	11.020327815810106
35	1035	2035	-1	10.298399102011203
36	1036	2036	-1	10.559913531564353
37	1037	2037	-1	8.965558169219186
38	1038	2038	-1	13.403049498621158
39	1039	2039	-1	9.927873382488826
40	1040	2040	-1	10.617433858026203
41	1041	2041	-1	11.029659440765078
42	1042	2042	-1	10.234183751646823
43	1043	2043	-1	8.494897654122868
44	1044	2044	-1	8.900132672292074
45	1045	2045	-1	28.867945687158084
46	1046	2046	-1	9.391274074387875
47	1047	2047	-1	11.662197030787745
48	1048	2048	-1	9.105319881619524
49	1049	2049	-1	10.756735104751215
50	1050	2050	-1	31.150783431202715
51	1051	2051	-1	10.375844038315197
52	1052	2052	-1	9.99660972900794
53	1053	2053	-1	10.941234964429256
54	1054	2054	-1	11.140962560809157
55	1055	2055	-1	9.307643673959511
56	1056	2056	-1	30.35892513940409
57	1057	2057	-1	9.586740929091786
58	1058	2058	-1	9.424832773948978
59	1059	2059	-1	10.856647843500836
60	1060	2060	-1	11.933149236035522
61	1061	2061	-1	10.002090593043345
62	1062	2062	-1	11.091206929212634
63	1063	2063	-1	8.99886562025726
64	1064	2064	-1	28.071379317669436
65	1065	2065	-1	30.162134675878846
66	1066	2066	-1	9.986465800116022
67	1067	2067	-1	10.75967595547809
68	1068	2068	-1	9.995850026629736
69	1069	2069	-1	31.345551266969963
70	1070	2070	-1	10.740278306161818
71	1071	2071	-1	9.306813734935673
72	1072	2072	-1	10.477661223408491
73	1073	2073	-1	10.40053225884451
74	1074	2074	-1	18.103899939945777
75	1075	2075	-1	9.35144090823098
76	1076	2076	-1	10.174394133246516
77	1077	2077	-1	32.43682125415479
78	1078	2078	-1	10.591182652614922
79	1079	2079	-1	9.11317914942892
80	1080	2080	-1	9.691464518492593
81	1081	2081	-1	7.564370642771135
82	1082	2082	-1	30.429290679430395
83	1083	2083	-1	11.52169145957456
84	1084	2084	-1	10.25488680098191
85	1085	2085	-1	10.784330150946769
86	1086	2086	-1	28.180645383710946
87	1087	2087	-1	9.046100916177076
88	1088	2088	-1	10.409984118134698
89	1089	2089	-1	31.613215982278543
90	1090	2090	-1	9.541650208961936
91	1091	2091	-1	9.754287826073362
