ind_ID	father_ID	mother_ID	Sex	Phenotype
0	1000	2000	-1	15.467094365760223
1	1001	2001	-1	13.726612113075882
2	1002	2002	-1	11.542085715337013
3	1003	2003	-1	9.910298657442798
4	1004	2004	-1	9.162295608386708
5	1005	2005	-1	11.777629787870488
6	1006	2006	-1	8.980661657086642
7	1007	2007	-1	7.5635803688242875
8	1008	2008	-1	11.662850002073897
9	1009	2009	-1	13.193154456044676
10	1010	2010	-1	9.638542324845881
11	1011	2011	-1	10.75100839693408
12	1012	2012	-1	12.163762645101427
13	1013	2013	-1	11.022703801087317
14	1014	2014	-1	12.24819684261267
15	1015	2015	-1	14.931456364643232
16	1016	2016	-1	12.013867598779893
17	1017	2017	-1	10.794749318596411
18	1018	2018	-1	11.623495032274569
19	1019	2019	-1	10.071460663557827
20	1020	2020	-1	11.256953586258462
21	1021	2021	-1	15.067475178224703
22	1022	2022	-1	9.205497280208544
23	1023	2023	-1	9.94596023824378
24	1024	2024	-1	9.402900839786074
25	1025	2025	-1	10.21759658836833
26	1026	2026	-1	10.394690742419936
27	1027	2027	-1	8.651330308500766
28	1028	2028	-1	8.854102924419728
29	1029	2029	-1	15.468460136064984
30	1030	2030	-1	16.109739329437044
31	1031	2031	-1	9.53341196469739
32	1032	2032	-1	12.886402822026852
33	1033	2033	-1	10.401449094276417
34	1034	2034	-1	11.69188685186684
35	1035	2035	-1	10.493478048076625
36	1036	2036	-1	10.191777824795729
37	1037	2037	-1	9.171497128654789
38	1038	2038	-1	8.303030717141676
39	1039	2039	-1	11.298168339486969
40	1040	2040	-1	8.47533728968046
41	1041	2041	-1	10.32033759098294
42	1042	2042	-1	10.572611072336171
43	1043	2043	-1	9.858597436795979
44	1044	2044	-1	14.465704981524906
45	1045	2045	-1	10.444461619273206
46	1046	2046	-1	10.300904713786945
47	1047	2047	-1	9.328612656054734
48	1048	2048	-1	13.151029876546405
49	1049	2049	-1	9.880760551431308
50	1050	2050	-1	9.509767261057359
51	1051	2051	-1	11.066273685486633
52	1052	2052	-1	10.338422741889792
53	1053	2053	-1	11.243491645223841
54	1054	2054	-1	9.41854889870135
55	1055	2055	-1	10.047877690959371
56	1056	2056	-1	9.110145817607101
57	1057	2057	-1	10.37776916461578
58	1058	2058	-1	11.325835896614521
59	1059	2059	-1	11.28636601306085
60	1060	2060	-1	9.799192931406655
61	1061	2061	-1	9.649790476215676
62	1062	2062	-1	10.062513632835579
63	1063	2063	-1	10.5426030293372
64	1064	2064	-1	8.281663585315469
65	1065	2065	-1	10.696007382244362
66	1066	2066	-1	10.58231639015969
67	1067	2067	-1	12.38202162522204
68	1068	2068	-1	11.09448668887007
69	1069	2069	-1	13.611677410986555
70	1070	2070	-1	13.658361189858365
71	1071	2071	-1	12.649041141524881
72	1072	2072	-1	9.576606563728477
73	1073	2073	-1	9.789159592275686
74	1074	2074	-1	11.423941296449604
75	1075	2075	-1	10.113043165714885
76	1076	2076	-1	12.48422304970879
77	1077	2077	-1	9.625385383251704
78	1078	2078	-1	9.498867080200167
79	1079	2079	-1	9.465937329573034
80	1080	2080	-1	8.590581151976446
81	1081	2081	-1	12.613456029319506
82	1082	2082	-1	14.787966194876349
83	1083	2083	-1	11.667680060219531
84	1084	2084	-1	11.783378042216507
85	1085	2085	-1	9.521799779557778
86	1086	2086	-1	9.965700093809344
87	1087	2087	-1	12.978032005099298
88	1088	2088	-1	9.444622355702283
89	1089	2089	-1	12.668915618931717
90	1090	2090	-1	9.62138737380479
91	1091	2091	-1	11.862399946258712
92	1092	2092	-1	12.933458920442614
93	1093	2093	-1	14.188597994865267
94	1094	2094	-1	10.458066226382254
95	1095	2095	-1	10.039336926976219
96	1096	2096	-1	10.44339815881622
97	1097	2097	-1	13.49546886145114
98	1098	2098	-1	14.354842069330651
99	1099	2099	-1	16.315855732910677
100	1100	2100	-1	10.842206488320677
101	1101	2101	-1	11.653819244704946
102	1102	2102	-1	8.438057792188367
103	1103	2103	-1	14.182354414703664
104	1104	2104	-1	10.643447997606568
105	1105	2105	-1	8.31887520914216
106	1106	2106	-1	13.387622548694003
107	1107	2107	-1	9.294621095289658
108	1108	2108	-1	8.666055045895025
109	1109	2109	-1	8.828868839107828
110	1110	2110	-1	9.773557194408534
111	1111	2111	-1	11.384751700818423
112	1112	2112	-1	11.365134917445234
113	1113	2113	-1	10.42851893392198
114	1114	2114	-1	8.867084633538507
115	1115	2115	-1	9.587866965056216
116	1116	2116	-1	9.98572653108986
117	1117	2117	-1	8.867178380208413
118	1118	2118	-1	10.062409011593045
119	1119	2119	-1	8.539217677691337
120	1120	2120	-1	10.534977264762944
121	1121	2121	-1	9.703853784391459
122	1122	2122	-1	10.05263173536197
123	1123	2123	-1	10.827621582712117
124	1124	2124	-1	12.080351332586876
125	1125	2125	-1	10.98425303560995
126	1126	2126	-1	10.397741338216393
127	1127	2127	-1	10.135686498753659
128	1128	2128	-1	10.808760223280043
129	1129	2129	-1	13.420914233122016
130	1130	2130	-1	10.593979999554183
131	1131	2131	-1	10.381555108127536
132	1132	2132	-1	10.181575540713308
133	1133	2133	-1	10.325998649386857
134	1134	2134	-1	8.888560604853005
135	1135	2135	-1	8.97973962200447
136	1136	2136	-1	8.543303789589642
137	1137	2137	-1	9.99744594867407
138	1138	2138	-1	8.321489368199671
139	1139	2139	-1	7.955508202709092
140	1140	2140	-1	10.15237273883186
141	1141	2141	-1	9.064914574308881
142	1142	2142	-1	11.744817967562065
143	1143	2143	-1	9.643478378671865
144	1144	2144	-1	13.956814463645287
145	1145	2145	-1	10.475679953193229
146	1146	2146	-1	11.83168569723238
147	1147	2147	-1	10.514425362439926
148	1148	2148	-1	10.968374517950505
149	1149	2149	-1	10.578743528745848
150	1150	2150	-1	12.644213100583515
151	1151	2151	-1	9.81581089932268
152	1152	2152	-1	11.51629307279683
153	1153	2153	-1	11.29854546565881
154	1154	2154	-1	9.442890678762167
155	1155	2155	-1	13.101836299050115
156	1156	2156	-1	9.709425746495574
157	1157	2157	-1	8.498066759193597
158	1158	2158	-1	11.105356080485118
159	1159	2159	-1	11.490490538388098
160	1160	2160	-1	12.56674121994283
161	1161	2161	-1	10.207499476928819
162	1162	2162	-1	10.562969565927625
163	1163	2163	-1	10.098554940513457
164	1164	2164	-1	11.992395148354332
165	1165	2165	-1	11.193343708824012
166	1166	2166	-1	11.60648698780292
167	1167	2167	-1	8.981937221896258
168	1168	2168	-1	9.091771828971622
169	1169	2169	-1	11.360576707160865
170	1170	2170	-1	10.152785152679726
171	1171	2171	-1	10.312546623561461
172	1172	2172	-1	18.300961018049573
173	1173	2173	-1	13.844765918895451
174	1174	2174	-1	10.216369435799987
175	1175	2175	-1	9.555570973560759
176	1176	2176	-1	13.989400645017113
177	1177	2177	-1	10.294113467756732
178	1178	2178	-1	10.072138276888
179	1179	2179	-1	13.730021109139061
180	1180	2180	-1	12.204038275467468
181	1181	2181	-1	9.264272320466807
182	1182	2182	-1	10.740946126192057
183	1183	2183	-1	13.026523410289837
184	1184	2184	-1	9.216908124044329
185	1185	2185	-1	11.003667648616863
186	1186	2186	-1	9.882213734443381
187	1187	2187	-1	11.349270043538748
188	1188	2188	-1	9.949145102638132
189	1189	2189	-1	10.97944505546701
190	1190	2190	-1	10.10447583469045
191	1191	2191	-1	8.505315284315905
192	1192	2192	-1	11.548427970494506
193	1193	2193	-1	8.917673477627336
194	1194	2194	-1	10.819739962360202
195	1195	2195	-1	16.13868869780344
196	1196	2196	-1	8.873816466381733
197	1197	2197	-1	12.357408087493319
198	1198	2198	-1	8.765001358830954
199	1199	2199	-1	12.847342307480163
200	1200	2200	-1	10.430136663969957
201	1201	2201	-1	11.055322178653201
202	1202	2202	-1	10.239904932670632
203	1203	2203	-1	10.273585474302557
204	1204	2204	-1	11.717993449782727
205	1205	2205	-1	8.54572402319226
206	1206	2206	-1	10.315261711418223
