ind_ID	father_ID	mother_ID	Sex	Phenotype
0	1000	2000	-1	800.657691639013
1	1001	2001	-1	82.52275622203867
2	1002	2002	-1	98.71326755508704
3	1003	2003	-1	2558.8327880119186
4	1004	2004	-1	358.1933742278633
5	1005	2005	-1	81919.86004287611
6	1006	2006	-1	10.094660812317395
7	1007	2007	-1	99.93826934571085
8	1008	2008	-1	79.60138457830614
9	1009	2009	-1	50.296912983782754
10	1010	2010	-1	640.6108767042831
11	1011	2011	-1	67.98911798449771
12	1012	2012	-1	15.139985312308387
13	1013	2013	-1	79.05845727695753
14	1014	2014	-1	80.42192714383708
15	1015	2015	-1	10.495922053779525
16	1016	2016	-1	8.48393669211052
17	1017	2017	-1	999.4589655141685
18	1018	2018	-1	639.407252461272
19	1019	2019	-1	100.34344556309567
20	1020	2020	-1	79.35036139152544
21	1021	2021	-1	2559.7776334682258
22	1022	2022	-1	271.2373800558984
23	1023	2023	-1	49.88158146497035
24	1024	2024	-1	10.661179062235473
25	1025	2025	-1	12.655586715696497
26	1026	2026	-1	81.39160246152997
27	1027	2027	-1	640.514946454826
28	1028	2028	-1	638.8226535987715
29	1029	2029	-1	78.84285245225175
30	1030	2030	-1	20479.72351949303
31	1031	2031	-1	2558.817656860216
32	1032	2032	-1	5442.260457102993
33	1033	2033	-1	2559.3361402783357
34	1034	2034	-1	100.03302432423003
35	1035	2035	-1	33.00734561049499
36	1036	2036	-1	80.91063273344255
37	1037	2037	-1	399.94927038827177
38	1038	2038	-1	82.15507280086847
39	1039	2039	-1	79.11556173376128
40	1040	2040	-1	39999.75792155841
41	1041	2041	-1	39.447383611403424
42	1042	2042	-1	80.1560934418021
43	1043	2043	-1	1520.2221034351899
44	1044	2044	-1	40958.849941779066
45	1045	2045	-1	79.4235279161187
46	1046	2046	-1	35.55132551681145
47	1047	2047	-1	124.83207596467108
48	1048	2048	-1	1440.3651947428898
49	1049	2049	-1	11.139431666687567
50	1050	2050	-1	270.4016581221947
51	1051	2051	-1	272.51820357230775
52	1052	2052	-1	2878.6050511819235
53	1053	2053	-1	136.20027047419651
54	1054	2054	-1	50.34301224356427
55	1055	2055	-1	80.41747895842516
56	1056	2056	-1	2559.8550113143506
57	1057	2057	-1	5119.6722617209325
58	1058	2058	-1	80001.11344634694
59	1059	2059	-1	4864.022719039103
60	1060	2060	-1	79.68053168611678
61	1061	2061	-1	641.0090626842255
62	1062	2062	-1	257.0531481242787
63	1063	2063	-1	3199.4336260516325
64	1064	2064	-1	256.19969555744814
65	1065	2065	-1	100.63104055954237
66	1066	2066	-1	320.2635131775263
67	1067	2067	-1	640.5590066245485
68	1068	2068	-1	639.578873479067
69	1069	2069	-1	77.39662429821884
70	1070	2070	-1	21761.406927019587
71	1071	2071	-1	360.4579508758769
72	1072	2072	-1	921.6027853558589
73	1073	2073	-1	318.5379819452847
