ind_ID	father_ID	mother_ID	Sex	Phenotype
1	1001	2001	9	21.13524031784283
2	1002	2002	9	8.707704403265614
3	1003	2003	9	10.375973634870766
4	1004	2004	9	8.321947659190997
5	1005	2005	9	10.334440895417686
6	1006	2006	9	5.7403835316439356
7	1007	2007	9	29.89523773069573
8	1008	2008	9	59.76211394893314
9	1009	2009	9	10.057372476684701
10	1010	2010	9	32.18593763521022
11	1011	2011	9	10.288722555741032
12	1012	2012	9	8.034086593194644
13	1013	2013	9	10.381235145217854
14	1014	2014	9	9.863674638218
15	1015	2015	9	6.381997708322038
16	1016	2016	9	28.07515106451366
17	1017	2017	9	9.440188701365022
18	1018	2018	9	8.67841645175789
19	1019	2019	9	8.8507692446275
20	1020	2020	9	9.513609591192154
21	1021	2021	9	29.826549305949463
22	1022	2022	9	10.310257196953632
23	1023	2023	9	9.771216658577329
24	1024	2024	9	10.008878519015166
25	1025	2025	9	10.112931501032808
26	1026	2026	9	11.306464441323254
27	1027	2027	9	8.9736337982193
28	1028	2028	9	8.875657841798333
29	1029	2029	9	30.50498005294276
30	1030	2030	9	29.784723672631362
31	1031	2031	9	9.01019468803675
32	1032	2032	9	30.367470022961047
33	1033	2033	9	8.961719267214853
34	1034	2034	9	959.8803056057969
35	1035	2035	9	10.890403719228171
36	1036	2036	9	19.49097320152371
37	1037	2037	9	10.1084909747123
38	1038	2038	9	9.991964168601958
39	1039	2039	9	9.621835630961533
40	1040	2040	9	28.982516168482178
41	1041	2041	9	29.484294433512506
42	1042	2042	9	29.503231707690823
43	1043	2043	9	8.604054055028776
44	1044	2044	9	10.750910112319534
45	1045	2045	9	9.30754078523587
46	1046	2046	9	60.13940484957046
47	1047	2047	9	10.72833025293396
48	1048	2048	9	29.198289423954606
49	1049	2049	9	29.99037197979961
50	1050	2050	9	8.629126511395688
51	1051	2051	9	12.871274267854973
52	1052	2052	9	28.88508008888372
53	1053	2053	9	10.432704902868895
54	1054	2054	9	9.5222710313571
55	1055	2055	9	13.840709203191617
56	1056	2056	9	11.659595680636652
57	1057	2057	9	29.000137972185744
58	1058	2058	9	29.79940760182636
59	1059	2059	9	9.702032435031045
60	1060	2060	9	15.474074960633578
61	1061	2061	9	12.867524909233214
62	1062	2062	9	29.837613075187548
63	1063	2063	9	28.786899302753632
64	1064	2064	9	9.676737800172795
65	1065	2065	9	10.71857575065882
66	1066	2066	9	8.864113525703893
67	1067	2067	9	31.753533132875077
68	1068	2068	9	10.269038885071351
69	1069	2069	9	11.168970812983908
70	1070	2070	9	28.609666503640504
71	1071	2071	9	9.928755866846558
72	1072	2072	9	8.760109638387494
73	1073	2073	9	29.16965384176396
74	1074	2074	9	8.76986060139103
75	1075	2075	9	5.770046690089547
76	1076	2076	9	11.0969911706021
77	1077	2077	9	9.21308879625067
78	1078	2078	9	10.778719995788697
79	1079	2079	9	11.05852838879868
80	1080	2080	9	9.413458649227051
81	1081	2081	9	9.518716655136497
82	1082	2082	9	29.57982380505844
83	1083	2083	9	10.457115799153481
84	1084	2084	9	29.13959032166264
85	1085	2085	9	10.405973521782206
86	1086	2086	9	8.698431184068593
87	1087	2087	9	10.189009600632183
88	1088	2088	9	10.688081254244317
89	1089	2089	9	7.961087550720042
90	1090	2090	9	29.61993520094993
91	1091	2091	9	5.878443931260489
92	1092	2092	9	9.123102899201367
93	1093	2093	9	11.167741663328524
94	1094	2094	9	29.002672765963375
95	1095	2095	9	60.1951389925081
96	1096	2096	9	9.400369408517177
97	1097	2097	9	10.292390937723425
98	1098	2098	9	20.281878268036447
99	1099	2099	9	7.928738078333705
100	1100	2100	9	12.088708121298462
101	1101	2101	9	11.031198664703384
102	1102	2102	9	19.857174184925366
103	1103	2103	9	11.482996272308128
104	1104	2104	9	9.050283148596098
105	1105	2105	9	9.970850476294295
106	1106	2106	9	31.25733506499368
107	1107	2107	9	9.887149650184925
108	1108	2108	9	8.920621519813691
109	1109	2109	9	10.753581303499852
110	1110	2110	9	9.76861357699866
111	1111	2111	9	18.855598208168068
112	1112	2112	9	10.949263126328217
113	1113	2113	9	9.231367727438435
114	1114	2114	9	30.223156836184298
115	1115	2115	9	28.393831504173445
116	1116	2116	9	29.652435216399002
117	1117	2117	9	10.582684705201657
118	1118	2118	9	6.160572802028109
119	1119	2119	9	32.15725771461178
120	1120	2120	9	30.4653798537711
121	1121	2121	9	9.721061114473775
122	1122	2122	9	19.90514745070081
123	1123	2123	9	30.37798215592179
124	1124	2124	9	10.441029599024967
