ind_ID	father_ID	mother_ID	Sex	Phenotype
1	1001	2001	9	37.38989837880066
2	1002	2002	9	10.188623074288376
3	1003	2003	9	44.6118813635275
4	1004	2004	9	23.84419602908826
5	1005	2005	9	57.048086548174425
6	1006	2006	9	10.869366507116673
7	1007	2007	9	11.316640448635324
8	1008	2008	9	1418.1719156130316
9	1009	2009	9	89.02075821761746
10	1010	2010	9	15.547528982944268
11	1011	2011	9	32.19457378098374
12	1012	2012	9	507.13049667873014
13	1013	2013	9	90.58415119482272
14	1014	2014	9	38.383721940479035
15	1015	2015	9	3035.780409107392
16	1016	2016	9	12.251154060070775
17	1017	2017	9	12.317321854426082
18	1018	2018	9	1519.0347835265034
19	1019	2019	9	19.136887925588493
20	1020	2020	9	13.885003239014061
21	1021	2021	9	36.056781498899134
22	1022	2022	9	1519.964548473615
23	1023	2023	9	1127.2013277109033
24	1024	2024	9	161.75434157281632
25	1025	2025	9	38.66360403821447
26	1026	2026	9	13.124119056627215
27	1027	2027	9	23.78807144398226
28	1028	2028	9	40.30632940265684
29	1029	2029	9	17.608014687021
30	1030	2030	9	13.643547215340966
31	1031	2031	9	89.08570152264977
32	1032	2032	9	38.90136357983971
33	1033	2033	9	27.89731044320728
34	1034	2034	9	365.89987817257094
35	1035	2035	9	47.49236761441665
36	1036	2036	9	52.39554402345424
37	1037	2037	9	152.44299924665805
38	1038	2038	9	206.26817129051446
39	1039	2039	9	52.95512204911117
40	1040	2040	9	36.9033195423287
41	1041	2041	9	23.299821628647294
42	1042	2042	9	35.95189268559558
43	1043	2043	9	44.91850612289489
44	1044	2044	9	167.9736623375032
45	1045	2045	9	28.998615938455508
46	1046	2046	9	11.211297799185271
47	1047	2047	9	339.4881466000256
48	1048	2048	9	37.05000361122143
49	1049	2049	9	10.104385322319022
50	1050	2050	9	453.93889400128074
51	1051	2051	9	113.67776479578968
52	1052	2052	9	88.33814264151655
53	1053	2053	9	88.72743770665824
54	1054	2054	9	387.27022231061636
55	1055	2055	9	226.46437972013032
56	1056	2056	9	65.22577423246332
57	1057	2057	9	39.86174906200326
58	1058	2058	9	90.44888563805101
59	1059	2059	9	44.61109775839182
60	1060	2060	9	36.09152829960988
61	1061	2061	9	1262.608108201373
62	1062	2062	9	47.89251957560495
63	1063	2063	9	31.157712986176335
64	1064	2064	9	90.22541902452618
65	1065	2065	9	37.71418495594627
66	1066	2066	9	12.144334383308173
67	1067	2067	9	44.03624144640936
68	1068	2068	9	90.88400196444296
69	1069	2069	9	298.3034333036261
70	1070	2070	9	20.396948683065833
71	1071	2071	9	11.012786811166862
72	1072	2072	9	1365.7451670857733
73	1073	2073	9	54.01969135052934
74	1074	2074	9	47.934280179139094
75	1075	2075	9	39.24366649003215
76	1076	2076	9	28.82179386141602
77	1077	2077	9	145.73784455221397
78	1078	2078	9	268.95312920049
79	1079	2079	9	363.92898233228686
80	1080	2080	9	56.110763321031214
81	1081	2081	9	159.64062632980313
82	1082	2082	9	12.19024837158002
83	1083	2083	9	38.08496223767765
84	1084	2084	9	47.406522999589434
85	1085	2085	9	39.139504643714616
86	1086	2086	9	32.35202325711757
87	1087	2087	9	39.91299529627706
88	1088	2088	9	1265.5809851980855
89	1089	2089	9	587.2529347403648
90	1090	2090	9	9.73582228134001
91	1091	2091	9	112.5219012276537
92	1092	2092	9	37.45190042820346
93	1093	2093	9	337.7674092319533
94	1094	2094	9	244.01041785275072
95	1095	2095	9	141.53738457650286
96	1096	2096	9	18.093124643818797
97	1097	2097	9	30.44410511030709
98	1098	2098	9	113.60035846031303
99	1099	2099	9	34.70795227961972
100	1100	2100	9	38.188693256815185
101	1101	2101	9	12.356943773163191
102	1102	2102	9	335.983507915539
103	1103	2103	9	42.46858608999454
104	1104	2104	9	30.90166542227137
105	1105	2105	9	91.79097521969318
106	1106	2106	9	28.91348717218849
107	1107	2107	9	385.31962281095605
108	1108	2108	9	507.26556410006805
109	1109	2109	9	36.492135454372416
110	1110	2110	9	133.14251919135737
111	1111	2111	9	12.064556851335155
112	1112	2112	9	567.3187305033382
113	1113	2113	9	161.9517150513332
114	1114	2114	9	113.1749860804905
115	1115	2115	9	2207.150853689991
116	1116	2116	9	201.5669433152198
117	1117	2117	9	12.545639425581548
118	1118	2118	9	420.59824569291555
